"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","home_team_canonical","away_team_canonical","home_team_fifa","away_team_fifa","result","match_id","is_home"
1904-03-21,"Wales","Northern Ireland",0,1,"British Home Championship","Bangor","Wales",FALSE,"Wales","Ireland, Northern","WAL","NIR",0,"Wales_Ireland, Northern_1904-03-21",TRUE
1904-03-26,"Northern Ireland","Scotland",1,1,"British Home Championship","Dublin","Ireland",FALSE,"Ireland, Northern","Scotland","NIR",NA,0.5,"Ireland, Northern_Scotland_1904-03-26",TRUE
1904-04-09,"Scotland","England",0,1,"British Home Championship","Glasgow","Scotland",FALSE,"Scotland","England",NA,"ENG",0,"Scotland_England_1904-04-09",TRUE
1904-05-01,"Belgium","France",3,3,"Évence Coppée Trophy","Brussels","Belgium",FALSE,"Belgium","France","BEL","FRA",0.5,"Belgium_France_1904-05-01",TRUE
1904-06-02,"Hungary","Austria",3,0,"Friendly","Budapest","Hungary",FALSE,"Hungary","Austria","HUN","AUT",1,"Hungary_Austria_1904-06-02",TRUE
1904-10-09,"Austria","Hungary",5,4,"Friendly","Vienna","Austria",FALSE,"Austria","Hungary","AUT","HUN",1,"Austria_Hungary_1904-10-09",TRUE
1905-02-12,"France","Switzerland",1,0,"Friendly","Paris","France",FALSE,"France","Switzerland","FRA","SUI",1,"France_Switzerland_1905-02-12",TRUE
1905-02-25,"England","Northern Ireland",1,1,"British Home Championship","Middlesbrough","England",FALSE,"England","Ireland, Northern","ENG","NIR",0.5,"England_Ireland, Northern_1905-02-25",TRUE
1905-03-06,"Wales","Scotland",3,1,"British Home Championship","Wrexham","Wales",FALSE,"Wales","Scotland","WAL",NA,1,"Wales_Scotland_1905-03-06",TRUE
1905-03-18,"Scotland","Northern Ireland",4,0,"British Home Championship","Glasgow","Scotland",FALSE,"Scotland","Ireland, Northern",NA,"NIR",1,"Scotland_Ireland, Northern_1905-03-18",TRUE
1905-03-27,"England","Wales",3,1,"British Home Championship","Liverpool","England",FALSE,"England","Wales","ENG","WAL",1,"England_Wales_1905-03-27",TRUE
1905-04-01,"England","Scotland",1,0,"British Home Championship","London","England",FALSE,"England","Scotland","ENG",NA,1,"England_Scotland_1905-04-01",TRUE
1905-04-08,"Northern Ireland","Wales",2,2,"British Home Championship","Belfast","Ireland",FALSE,"Ireland, Northern","Wales","NIR","WAL",0.5,"Ireland, Northern_Wales_1905-04-08",TRUE
1905-04-09,"Hungary","Austria",0,0,"Friendly","Budapest","Hungary",FALSE,"Hungary","Austria","HUN","AUT",0.5,"Hungary_Austria_1905-04-09",TRUE
1905-04-17,"Guernsey","Alderney",6,0,"Muratti Vase","Guernsey","Guernsey",FALSE,"Guernsey","Alderney",NA,NA,1,"Guernsey_Alderney_1905-04-17",TRUE
1905-04-27,"Jersey","Guernsey",0,1,"Muratti Vase","Jersey","Jersey",FALSE,"Jersey","Guernsey",NA,NA,0,"Jersey_Guernsey_1905-04-27",TRUE
1905-04-30,"Belgium","Netherlands",1,4,"Friendly","Antwerp","Belgium",FALSE,"Belgium","Netherlands","BEL","NED",0,"Belgium_Netherlands_1905-04-30",TRUE
1905-05-07,"Belgium","France",7,0,"Friendly","Brussels","Belgium",FALSE,"Belgium","France","BEL","FRA",1,"Belgium_France_1905-05-07",TRUE
1905-05-14,"Netherlands","Belgium",4,0,"Friendly","Rotterdam","Netherlands",FALSE,"Netherlands","Belgium","NED","BEL",1,"Netherlands_Belgium_1905-05-14",TRUE
1905-07-21,"Guyana","Trinidad and Tobago",1,4,"Friendly","Georgetown","British Guiana",FALSE,"Guyana","Trinidad and Tobago","GUY","TRI",0,"Guyana_Trinidad and Tobago_1905-07-21",TRUE
1905-08-15,"Argentina","Uruguay",0,0,"Copa Lipton","Buenos Aires","Argentina",FALSE,"Argentina","Uruguay","ARG","URU",0.5,"Argentina_Uruguay_1905-08-15",TRUE
1906-02-17,"Northern Ireland","England",0,5,"British Home Championship","Belfast","Ireland",FALSE,"Ireland, Northern","England","NIR","ENG",0,"Ireland, Northern_England_1906-02-17",TRUE
1906-03-03,"Scotland","Wales",0,2,"British Home Championship","Edinburgh","Scotland",FALSE,"Scotland","Wales",NA,"WAL",0,"Scotland_Wales_1906-03-03",TRUE
1906-03-17,"Northern Ireland","Scotland",0,1,"British Home Championship","Dublin","Ireland",FALSE,"Ireland, Northern","Scotland","NIR",NA,0,"Ireland, Northern_Scotland_1906-03-17",TRUE
1906-03-19,"Wales","England",0,1,"British Home Championship","Cardiff","Wales",FALSE,"Wales","England","WAL","ENG",0,"Wales_England_1906-03-19",TRUE
1906-03-29,"Jersey","Guernsey",1,2,"Muratti Vase","Jersey","Jersey",FALSE,"Jersey","Guernsey",NA,NA,0,"Jersey_Guernsey_1906-03-29",TRUE
1906-04-01,"Hungary","Czechoslovakia",1,1,"Friendly","Budapest","Hungary",FALSE,"Hungary","Czechoslovakia","HUN",NA,0.5,"Hungary_Czechoslovakia_1906-04-01",TRUE
1906-04-02,"Wales","Northern Ireland",4,4,"British Home Championship","Wrexham","Wales",FALSE,"Wales","Ireland, Northern","WAL","NIR",0.5,"Wales_Ireland, Northern_1906-04-02",TRUE
1906-04-02,"Guernsey","Alderney",1,0,"Muratti Vase","Guernsey","Guernsey",FALSE,"Guernsey","Alderney",NA,NA,1,"Guernsey_Alderney_1906-04-02",TRUE
1906-04-07,"Scotland","England",2,1,"British Home Championship","Glasgow","Scotland",FALSE,"Scotland","England",NA,"ENG",1,"Scotland_England_1906-04-07",TRUE
1906-04-22,"France","Belgium",0,5,"Friendly","Saint-Cloud","France",FALSE,"France","Belgium","FRA","BEL",0,"France_Belgium_1906-04-22",TRUE
1906-04-29,"Belgium","Netherlands",5,0,"Friendly","Antwerp","Belgium",FALSE,"Belgium","Netherlands","BEL","NED",1,"Belgium_Netherlands_1906-04-29",TRUE
1906-05-13,"Netherlands","Belgium",2,3,"Friendly","Rotterdam","Netherlands",FALSE,"Netherlands","Belgium","NED","BEL",0,"Netherlands_Belgium_1906-05-13",TRUE
1906-07-09,"Argentina","South Africa",0,1,"Friendly","Buenos Aires","Argentina",FALSE,"Argentina","South Africa","ARG","RSA",0,"Argentina_South Africa_1906-07-09",TRUE
1906-08-15,"Uruguay","Argentina",0,2,"Copa Lipton","Montevideo","Uruguay",FALSE,"Uruguay","Argentina","URU","ARG",0,"Uruguay_Argentina_1906-08-15",TRUE
1906-10-07,"Czechoslovakia","Hungary",4,4,"Friendly","Prague","Bohemia",FALSE,"Czechoslovakia","Hungary",NA,"HUN",0.5,"Czechoslovakia_Hungary_1906-10-07",TRUE
1906-10-21,"Argentina","Uruguay",2,1,"Copa Newton","Buenos Aires","Argentina",FALSE,"Argentina","Uruguay","ARG","URU",1,"Argentina_Uruguay_1906-10-21",TRUE
1906-11-04,"Hungary","Austria",3,1,"Friendly","Budapest","Hungary",FALSE,"Hungary","Austria","HUN","AUT",1,"Hungary_Austria_1906-11-04",TRUE
1907-02-16,"England","Northern Ireland",1,0,"British Home Championship","Liverpool","England",FALSE,"England","Ireland, Northern","ENG","NIR",1,"England_Ireland, Northern_1907-02-16",TRUE
1907-02-23,"Northern Ireland","Wales",2,3,"British Home Championship","Belfast","Ireland",FALSE,"Ireland, Northern","Wales","NIR","WAL",0,"Ireland, Northern_Wales_1907-02-23",TRUE
1907-03-04,"Wales","Scotland",1,0,"British Home Championship","Wrexham","Wales",FALSE,"Wales","Scotland","WAL",NA,1,"Wales_Scotland_1907-03-04",TRUE
1907-03-16,"Scotland","Northern Ireland",3,0,"British Home Championship","Glasgow","Scotland",FALSE,"Scotland","Ireland, Northern",NA,"NIR",1,"Scotland_Ireland, Northern_1907-03-16",TRUE
1907-03-18,"England","Wales",1,1,"British Home Championship","London","England",FALSE,"England","Wales","ENG","WAL",0.5,"England_Wales_1907-03-18",TRUE
1907-03-21,"Alderney","Jersey",1,2,"Muratti Vase","Guernsey","Guernsey",TRUE,"Alderney","Jersey",NA,NA,0,"Alderney_Jersey_1907-03-21",FALSE
1907-04-04,"Jersey","Guernsey",2,3,"Muratti Vase","Jersey","Jersey",FALSE,"Jersey","Guernsey",NA,NA,0,"Jersey_Guernsey_1907-04-04",TRUE
1907-04-06,"England","Scotland",1,1,"British Home Championship","Newcastle","England",FALSE,"England","Scotland","ENG",NA,0.5,"England_Scotland_1907-04-06",TRUE
1907-04-07,"Hungary","Czechoslovakia",5,2,"Friendly","Budapest","Hungary",FALSE,"Hungary","Czechoslovakia","HUN",NA,1,"Hungary_Czechoslovakia_1907-04-07",TRUE
1907-04-14,"Belgium","Netherlands",1,3,"Friendly","Antwerp","Belgium",FALSE,"Belgium","Netherlands","BEL","NED",0,"Belgium_Netherlands_1907-04-14",TRUE
1907-04-21,"Belgium","France",1,2,"Friendly","Brussels","Belgium",FALSE,"Belgium","France","BEL","FRA",0,"Belgium_France_1907-04-21",TRUE
1907-05-05,"Austria","Hungary",3,1,"Friendly","Vienna","Austria",FALSE,"Austria","Hungary","AUT","HUN",1,"Austria_Hungary_1907-05-05",TRUE
1907-05-09,"Netherlands","Belgium",1,2,"Friendly","Haarlem","Netherlands",FALSE,"Netherlands","Belgium","NED","BEL",0,"Netherlands_Belgium_1907-05-09",TRUE
1907-10-06,"Czechoslovakia","Hungary",5,3,"Friendly","Prague","Bohemia",FALSE,"Czechoslovakia","Hungary",NA,"HUN",1,"Czechoslovakia_Hungary_1907-10-06",TRUE
1907-11-03,"Hungary","Austria",4,1,"Friendly","Budapest","Hungary",FALSE,"Hungary","Austria","HUN","AUT",1,"Hungary_Austria_1907-11-03",TRUE
1908-02-15,"Northern Ireland","England",1,3,"British Home Championship","Belfast","Ireland",FALSE,"Ireland, Northern","England","NIR","ENG",0,"Ireland, Northern_England_1908-02-15",TRUE
1908-03-07,"Scotland","Wales",2,1,"British Home Championship","Dundee","Scotland",FALSE,"Scotland","Wales",NA,"WAL",1,"Scotland_Wales_1908-03-07",TRUE
1908-03-08,"Switzerland","France",1,2,"Friendly","Geneva","Switzerland",FALSE,"Switzerland","France","SUI","FRA",0,"Switzerland_France_1908-03-08",TRUE
1908-03-14,"Northern Ireland","Scotland",0,5,"British Home Championship","Dublin","Ireland",FALSE,"Ireland, Northern","Scotland","NIR",NA,0,"Ireland, Northern_Scotland_1908-03-14",TRUE
1908-03-16,"Wales","England",1,7,"British Home Championship","Wrexham","Wales",FALSE,"Wales","England","WAL","ENG",0,"Wales_England_1908-03-16",TRUE
1908-03-29,"Belgium","Netherlands",1,4,"Friendly","Antwerp","Belgium",FALSE,"Belgium","Netherlands","BEL","NED",0,"Belgium_Netherlands_1908-03-29",TRUE
1908-04-02,"Guernsey","Alderney",3,0,"Muratti Vase","Jersey","Jersey",TRUE,"Guernsey","Alderney",NA,NA,1,"Guernsey_Alderney_1908-04-02",FALSE
1908-04-04,"Scotland","England",1,1,"British Home Championship","Glasgow","Scotland",FALSE,"Scotland","England",NA,"ENG",0.5,"Scotland_England_1908-04-04",TRUE
1908-04-05,"Hungary","Czechoslovakia",5,2,"Friendly","Budapest","Hungary",FALSE,"Hungary","Czechoslovakia","HUN",NA,1,"Hungary_Czechoslovakia_1908-04-05",TRUE
1908-04-05,"Switzerland","Germany",5,3,"Friendly","Basel","Switzerland",FALSE,"Switzerland","Germany","SUI","GER",1,"Switzerland_Germany_1908-04-05",TRUE
1908-04-09,"Guernsey","Jersey",0,4,"Muratti Vase","Guernsey","Guernsey",FALSE,"Guernsey","Jersey",NA,NA,0,"Guernsey_Jersey_1908-04-09",TRUE
1908-04-11,"Wales","Northern Ireland",0,1,"British Home Championship","Aberdare","Wales",FALSE,"Wales","Ireland, Northern","WAL","NIR",0,"Wales_Ireland, Northern_1908-04-11",TRUE
1908-04-12,"France","Belgium",1,2,"Friendly","Colombes","France",FALSE,"France","Belgium","FRA","BEL",0,"France_Belgium_1908-04-12",TRUE
1908-04-26,"Netherlands","Belgium",3,1,"Friendly","Rotterdam","Netherlands",FALSE,"Netherlands","Belgium","NED","BEL",1,"Netherlands_Belgium_1908-04-26",TRUE
1908-05-03,"Austria","Hungary",4,0,"Friendly","Vienna","Austria",FALSE,"Austria","Hungary","AUT","HUN",1,"Austria_Hungary_1908-05-03",TRUE
1908-05-10,"Netherlands","France",4,1,"Friendly","Rotterdam","Netherlands",FALSE,"Netherlands","France","NED","FRA",1,"Netherlands_France_1908-05-10",TRUE
1908-06-06,"Austria","England",1,6,"Friendly","Vienna","Austria",FALSE,"Austria","England","AUT","ENG",0,"Austria_England_1908-06-06",TRUE
1908-06-07,"Austria","Germany",3,2,"Friendly","Vienna","Austria",FALSE,"Austria","Germany","AUT","GER",1,"Austria_Germany_1908-06-07",TRUE
1908-06-08,"Austria","England",1,11,"Friendly","Vienna","Austria",FALSE,"Austria","England","AUT","ENG",0,"Austria_England_1908-06-08",TRUE
1908-06-10,"Hungary","England",0,7,"Friendly","Budapest","Hungary",FALSE,"Hungary","England","HUN","ENG",0,"Hungary_England_1908-06-10",TRUE
1908-06-13,"Czechoslovakia","England",0,4,"Friendly","Prague","Bohemia",FALSE,"Czechoslovakia","England",NA,"ENG",0,"Czechoslovakia_England_1908-06-13",TRUE
1908-07-12,"Sweden","Norway",11,3,"Friendly","Gothenburg","Sweden",FALSE,"Sweden","Norway","SWE","NOR",1,"Sweden_Norway_1908-07-12",TRUE
1908-08-15,"Uruguay","Argentina",2,2,"Copa Lipton","Montevideo","Uruguay",FALSE,"Uruguay","Argentina","URU","ARG",0.5,"Uruguay_Argentina_1908-08-15",TRUE
1908-09-13,"Argentina","Uruguay",2,1,"Copa Newton","Buenos Aires","Argentina",FALSE,"Argentina","Uruguay","ARG","URU",1,"Argentina_Uruguay_1908-09-13",TRUE
1908-10-04,"Argentina","Uruguay",0,1,"Copa Premio Honor Argentino","Buenos Aires","Argentina",FALSE,"Argentina","Uruguay","ARG","URU",0,"Argentina_Uruguay_1908-10-04",TRUE
1908-10-22,"France","Denmark",1,17,"Olympic Games","London","England",TRUE,"France","Denmark","FRA","DEN",0,"France_Denmark_1908-10-22",FALSE
1908-10-23,"Netherlands","Sweden",2,0,"Olympic Games","London","England",TRUE,"Netherlands","Sweden","NED","SWE",1,"Netherlands_Sweden_1908-10-23",FALSE
1908-10-25,"Netherlands","Sweden",5,3,"Friendly","The Hague","Netherlands",FALSE,"Netherlands","Sweden","NED","SWE",1,"Netherlands_Sweden_1908-10-25",TRUE
1908-10-26,"Belgium","Sweden",2,1,"Friendly","Brussels","Belgium",FALSE,"Belgium","Sweden","BEL","SWE",1,"Belgium_Sweden_1908-10-26",TRUE
1908-11-01,"Hungary","Austria",5,3,"Friendly","Budapest","Hungary",FALSE,"Hungary","Austria","HUN","AUT",1,"Hungary_Austria_1908-11-01",TRUE
1909-02-13,"England","Northern Ireland",4,0,"British Home Championship","Bradford","England",FALSE,"England","Ireland, Northern","ENG","NIR",1,"England_Ireland, Northern_1909-02-13",TRUE
1909-03-01,"Wales","Scotland",3,2,"British Home Championship","Wrexham","Wales",FALSE,"Wales","Scotland","WAL",NA,1,"Wales_Scotland_1909-03-01",TRUE
1909-03-15,"England","Wales",2,0,"British Home Championship","Nottingham","England",FALSE,"England","Wales","ENG","WAL",1,"England_Wales_1909-03-15",TRUE
1909-03-15,"Scotland","Northern Ireland",5,0,"British Home Championship","Glasgow","Scotland",FALSE,"Scotland","Ireland, Northern",NA,"NIR",1,"Scotland_Ireland, Northern_1909-03-15",TRUE
1909-03-18,"Guernsey","Jersey",3,0,"Muratti Vase","Guernsey","Guernsey",FALSE,"Guernsey","Jersey",NA,NA,1,"Guernsey_Jersey_1909-03-18",TRUE
1909-03-20,"Northern Ireland","Wales",2,3,"British Home Championship","Belfast","Ireland",FALSE,"Ireland, Northern","Wales","NIR","WAL",0,"Ireland, Northern_Wales_1909-03-20",TRUE
1909-03-21,"Belgium","Netherlands",1,4,"Friendly","Antwerp","Belgium",FALSE,"Belgium","Netherlands","BEL","NED",0,"Belgium_Netherlands_1909-03-21",TRUE
1909-03-25,"Guernsey","Alderney",2,0,"Muratti Vase","Jersey","Jersey",TRUE,"Guernsey","Alderney",NA,NA,1,"Guernsey_Alderney_1909-03-25",FALSE
1909-04-03,"England","Scotland",2,0,"British Home Championship","London","England",FALSE,"England","Scotland","ENG",NA,1,"England_Scotland_1909-04-03",TRUE
1909-04-04,"Germany","Switzerland",1,0,"Friendly","Karlsruhe","Germany",FALSE,"Germany","Switzerland","GER","SUI",1,"Germany_Switzerland_1909-04-04",TRUE
1909-04-04,"Hungary","Germany",3,3,"Friendly","Budapest","Hungary",FALSE,"Hungary","Germany","HUN","GER",0.5,"Hungary_Germany_1909-04-04",TRUE
1909-04-25,"Netherlands","Belgium",4,1,"Friendly","Rotterdam","Netherlands",FALSE,"Netherlands","Belgium","NED","BEL",1,"Netherlands_Belgium_1909-04-25",TRUE
1909-05-02,"Austria","Hungary",3,4,"Friendly","Vienna","Austria",FALSE,"Austria","Hungary","AUT","HUN",0,"Austria_Hungary_1909-05-02",TRUE
1909-05-09,"Belgium","France",5,2,"Friendly","Brussels","Belgium",FALSE,"Belgium","France","BEL","FRA",1,"Belgium_France_1909-05-09",TRUE
1909-05-29,"Hungary","England",2,4,"Friendly","Budapest","Hungary",FALSE,"Hungary","England","HUN","ENG",0,"Hungary_England_1909-05-29",TRUE
1909-05-30,"Hungary","Austria",1,1,"Friendly","Budapest","Hungary",FALSE,"Hungary","Austria","HUN","AUT",0.5,"Hungary_Austria_1909-05-30",TRUE
1909-05-31,"Hungary","England",2,8,"Friendly","Budapest","Hungary",FALSE,"Hungary","England","HUN","ENG",0,"Hungary_England_1909-05-31",TRUE
1909-06-01,"Austria","England",1,8,"Friendly","Vienna","Austria",FALSE,"Austria","England","AUT","ENG",0,"Austria_England_1909-06-01",TRUE
1909-08-15,"Argentina","Uruguay",2,1,"Copa Lipton","Buenos Aires","Argentina",FALSE,"Argentina","Uruguay","ARG","URU",1,"Argentina_Uruguay_1909-08-15",TRUE
1909-09-19,"Uruguay","Argentina",2,2,"Copa Newton","Montevideo","Uruguay",FALSE,"Uruguay","Argentina","URU","ARG",0.5,"Uruguay_Argentina_1909-09-19",TRUE
1909-10-10,"Argentina","Uruguay",3,1,"Copa Premio Honor Argentino","Buenos Aires","Argentina",FALSE,"Argentina","Uruguay","ARG","URU",1,"Argentina_Uruguay_1909-10-10",TRUE
1909-11-07,"Hungary","Austria",2,2,"Friendly","Budapest","Hungary",FALSE,"Hungary","Austria","HUN","AUT",0.5,"Hungary_Austria_1909-11-07",TRUE
1910-02-12,"Northern Ireland","England",1,1,"British Home Championship","Belfast","Ireland",FALSE,"Ireland, Northern","England","NIR","ENG",0.5,"Ireland, Northern_England_1910-02-12",TRUE
1910-03-05,"Scotland","Wales",1,0,"British Home Championship","Kilmarnock","Scotland",FALSE,"Scotland","Wales",NA,"WAL",1,"Scotland_Wales_1910-03-05",TRUE
1910-03-13,"Belgium","Netherlands",3,2,"Friendly","Antwerp","Belgium",FALSE,"Belgium","Netherlands","BEL","NED",1,"Belgium_Netherlands_1910-03-13",TRUE
1910-03-14,"Wales","England",0,1,"British Home Championship","Cardiff","Wales",FALSE,"Wales","England","WAL","ENG",0,"Wales_England_1910-03-14",TRUE
1910-03-19,"Northern Ireland","Scotland",1,0,"British Home Championship","Belfast","Ireland",FALSE,"Ireland, Northern","Scotland","NIR",NA,1,"Ireland, Northern_Scotland_1910-03-19",TRUE
1910-04-02,"Scotland","England",2,0,"British Home Championship","Glasgow","Scotland",FALSE,"Scotland","England",NA,"ENG",1,"Scotland_England_1910-04-02",TRUE
1910-04-03,"France","Belgium",0,4,"Friendly","Gentilly","France",FALSE,"France","Belgium","FRA","BEL",0,"France_Belgium_1910-04-03",TRUE
1910-04-03,"Switzerland","Germany",2,3,"Friendly","Basel","Switzerland",FALSE,"Switzerland","Germany","SUI","GER",0,"Switzerland_Germany_1910-04-03",TRUE
1910-04-07,"Jersey","Alderney",7,1,"Muratti Vase","Jersey","Jersey",FALSE,"Jersey","Alderney",NA,NA,1,"Jersey_Alderney_1910-04-07",TRUE
1910-04-10,"Netherlands","Belgium",7,0,"Friendly","Haarlem","Netherlands",FALSE,"Netherlands","Belgium","NED","BEL",1,"Netherlands_Belgium_1910-04-10",TRUE
1910-04-11,"Wales","Northern Ireland",4,1,"British Home Championship","Wrexham","Wales",FALSE,"Wales","Ireland, Northern","WAL","NIR",1,"Wales_Ireland, Northern_1910-04-11",TRUE
1910-04-21,"Guernsey","Jersey",2,3,"Muratti Vase","Guernsey","Guernsey",FALSE,"Guernsey","Jersey",NA,NA,0,"Guernsey_Jersey_1910-04-21",TRUE
1910-04-24,"Netherlands","Germany",4,2,"Friendly","Arnhem","Netherlands",FALSE,"Netherlands","Germany","NED","GER",1,"Netherlands_Germany_1910-04-24",TRUE
1910-05-01,"Austria","Hungary",2,1,"Friendly","Vienna","Austria",FALSE,"Austria","Hungary","AUT","HUN",1,"Austria_Hungary_1910-05-01",TRUE
1910-05-15,"Italy","France",6,2,"Friendly","Milan","Italy",FALSE,"Italy","France","ITA","FRA",1,"Italy_France_1910-05-15",TRUE
1910-05-16,"Germany","Belgium",0,3,"Friendly","Duisburg","Germany",FALSE,"Germany","Belgium","GER","BEL",0,"Germany_Belgium_1910-05-16",TRUE
1910-05-26,"Hungary","Italy",6,1,"Friendly","Budapest","Hungary",FALSE,"Hungary","Italy","HUN","ITA",1,"Hungary_Italy_1910-05-26",TRUE
